iter	Logloss
125	0.4210168141
126	0.4209816406
127	0.4208752164
128	0.4208307095
129	0.4207861401
130	0.4207256936
131	0.4206925867
132	0.4206413402
133	0.4206052889
134	0.4205532594
135	0.4205171056
136	0.4205009673
137	0.4204392277
138	0.420379889
139	0.4203391838
140	0.4203010532
141	0.4202750637
142	0.4202221918
143	0.4201466896
144	0.4200851822
145	0.4200452648
146	0.4200129243
147	0.4199722756
148	0.4199166886
149	0.4198677907
150	0.4198002433
151	0.4197294416
152	0.4196745399
153	0.4196303339
154	0.4195870826
155	0.4195371729
156	0.4194927193
157	0.4194540351
158	0.4194000065
159	0.4193575037
160	0.4193270146
161	0.4192843834
162	0.4192275736
163	0.419193702
164	0.4191473501
165	0.4191198525
166	0.4190874098
167	0.419014921
168	0.4189696082
169	0.4188954712
170	0.4188616157
171	0.4188074665
172	0.418777604
173	0.4187492665
174	0.4187126902
175	0.4186598004
176	0.418624502
177	0.4185887046
178	0.4185474154
179	0.4185022357
180	0.4184598433
181	0.4184137098
182	0.418395536
183	0.4183576006
184	0.4182871051
185	0.418229636
186	0.418211904
187	0.4181929558
188	0.4181765189
189	0.4181280617
190	0.4180910258
191	0.4180436456
192	0.4180026351
193	0.4179655042
194	0.4179050221
195	0.4178715139
196	0.4178291443
197	0.4177866248
198	0.4177394565
199	0.417709943
200	0.4176842992
201	0.4176504759
202	0.4176153157
203	0.4175908316
204	0.417554994
205	0.4175413581
206	0.4175017649
207	0.4174675807
208	0.4174333025
209	0.417406051
210	0.4173854237
211	0.4173560652
212	0.417331082
213	0.4172897434
214	0.417251004
215	0.4172007674
216	0.417179441
217	0.4171226
218	0.4170840905
219	0.4170378059
220	0.4169777114
221	0.4169370019
222	0.4169070696
223	0.4168619825
224	0.416840262
225	0.4168031629
226	0.4167644254
227	0.4167339884
228	0.4166998692
229	0.4166641508
230	0.4166097815
231	0.4165776119
232	0.4165419892
233	0.4165032702
234	0.41645834
235	0.4164479612
236	0.4164192412
237	0.4163717083
238	0.4163368765
239	0.4162952835
240	0.4162598657
241	0.416231058
242	0.4161931017
243	0.4161555713
244	0.416117316
245	0.4160944747
246	0.4160694029
247	0.4160401449
248	0.4160084721
249	0.4159758419
250	0.4159318817
251	0.4158979934
252	0.4158706468
253	0.4158319272
254	0.4158007219
255	0.4157725722
256	0.4157382498
257	0.4157150653
258	0.4156807686
259	0.4156486912
260	0.4156364614
261	0.4155963253
262	0.4155578918
263	0.4155243233
264	0.4154962189
265	0.4154575482
266	0.4154331989
267	0.4154019016
268	0.4153820539
269	0.4153528643
270	0.4153109694
271	0.4152615125
272	0.415227876
273	0.4152226464
274	0.4151932652
275	0.4151558802
276	0.4151218116
277	0.4150942255
278	0.4150452648
279	0.4150257278
280	0.4149950339
281	0.4149416451
282	0.4149103123
283	0.4148782449
284	0.4148395637
285	0.4148011232
286	0.414769137
287	0.4147491276
288	0.4147236473
289	0.4147027798
290	0.4146527442
291	0.4146147365
292	0.4145950758
293	0.4145616616
294	0.4145357742
295	0.4145122203
296	0.4145010779
297	0.4144803543
298	0.4144527729
299	0.4144259135
300	0.4143996822
301	0.414382365
302	0.4143762573
303	0.4143367776
304	0.4143082776
305	0.4142825595
306	0.4142427227
307	0.4142018527
308	0.4141890258
309	0.4141617007
310	0.4141364017
311	0.4140998845
312	0.4140696751
313	0.4140374957
314	0.4139946028
315	0.413953881
316	0.413929506
317	0.4138996242
318	0.4138605099
319	0.4138259522
320	0.4137824394
321	0.4137613512
322	0.4137251734
323	0.4136906092
324	0.413665087
325	0.4136301434
326	0.4136089294
327	0.4135709212
328	0.4135437586
329	0.4135178793
330	0.4134895224
331	0.4134617183
332	0.4134129918
333	0.4134043176
334	0.4133665898
335	0.4133404563
336	0.413313659
337	0.4132927157
338	0.4132619275
339	0.4132357504
340	0.4131942105
341	0.4131716398
342	0.4131376749
343	0.4131052324
344	0.4130744025
345	0.4130346467
346	0.4130059833
347	0.4129781793
348	0.4129524601
349	0.4129295037
350	0.4128829493
351	0.4128432528
352	0.4128068428
353	0.412781212
354	0.4127594351
355	0.4127316694
356	0.4126976428
357	0.4126678075
358	0.4126470732
359	0.4126206342
360	0.4125907124
361	0.4125561105
362	0.4125234998
363	0.4125159849
364	0.4124945219
365	0.4124644504
366	0.412415078
367	0.4123930884
368	0.4123638379
369	0.4123436315
370	0.4123264853
371	0.4122996532
372	0.4122659642
373	0.4122401485
374	0.4122093689
375	0.412184051
376	0.4121567908
377	0.4121252725
378	0.4120959453
379	0.4120530916
380	0.4120428471
381	0.4120223911
382	0.411984353
383	0.4119585926
384	0.4118962829
385	0.4118652335
386	0.4118299873
387	0.4117902027
388	0.4117623442
389	0.4117338469
390	0.4116950871
391	0.4116660329
392	0.41164374
393	0.4116174364
394	0.4115956644
395	0.4115654646
396	0.411543201
397	0.4115186832
398	0.4114915492
399	0.411457063
400	0.411430141
401	0.4114068125
402	0.4113800818
403	0.4113541541
404	0.4113210691
405	0.4112908121
406	0.4112654465
407	0.4112326578
408	0.4112165828
409	0.4111895519
410	0.4111536539
411	0.4111222316
412	0.411095293
413	0.4110720565
414	0.4110467226
415	0.4110198355
416	0.4109861084
417	0.4109689861
418	0.4109596007
419	0.4109278324
420	0.4109079554
421	0.4108749725
422	0.4108448099
423	0.41082353
424	0.4108054767
425	0.4107772855
426	0.4107363614
427	0.4107017444
428	0.410657145
429	0.4106260556
430	0.4106025718
431	0.4105885751
432	0.4105635359
433	0.4105507864
434	0.4105297134
435	0.4105065494
436	0.4104926389
437	0.4104704055
438	0.4104395863
439	0.4104175762
440	0.4103898973
441	0.4103625725
442	0.410343015
443	0.4103172396
444	0.4102981992
445	0.4102711926
446	0.4102512955
447	0.4102147199
448	0.4101906034
449	0.4101592679
450	0.410134024
451	0.4101085405
452	0.4100854763
453	0.410047982
454	0.4100248664
455	0.410007115
456	0.4099684661
457	0.4099432785
458	0.4099173541
459	0.4098897568
460	0.4098671748
461	0.409843343
462	0.4097999501
463	0.4097712222
464	0.4097301829
465	0.4097037936
466	0.409684782
467	0.4096513623
468	0.4096266392
469	0.4095884543
470	0.4095565995
471	0.4095302596
472	0.4095123485
473	0.4094834239
474	0.4094474572
475	0.4094141872
476	0.409378459
477	0.4093569086
478	0.4093143439
479	0.4092766592
480	0.4092575416
481	0.4092253327
482	0.4091857011
483	0.4091625092
484	0.409131889
485	0.4091006169
486	0.4090754393
487	0.4090571645
488	0.4090328426
489	0.4090068778
490	0.4089937421
491	0.4089770214
492	0.4089308956
493	0.40890031
494	0.408867026
495	0.4088336658
496	0.4088089169
497	0.4087886273
498	0.4087630782
499	0.4087428104
500	0.4087220983
501	0.4086939101
502	0.4086693741
503	0.4086359708
504	0.4086141852
505	0.4085876529
506	0.4085583457
507	0.408530913
508	0.4085038477
509	0.4084479727
510	0.4084237105
511	0.4083982462
512	0.4083749716
513	0.4083492184
514	0.4083339431
515	0.4083136323
516	0.4082863318
517	0.4082568465
518	0.4082335433
519	0.4081987208
520	0.4081708662
521	0.4081493538
522	0.4081176214
523	0.4080880594
524	0.408065102
525	0.4080314588
526	0.4080175846
527	0.4079961601
528	0.4079689406
529	0.4079522476
530	0.4079187185
531	0.4078942479
532	0.4078621338
533	0.4078248759
534	0.4078062289
535	0.4077764518
536	0.4077334558
537	0.407710603
538	0.4076883651
539	0.4076692684
540	0.4076439957
541	0.4076124819
542	0.4075935936
543	0.4075823238
544	0.4075585743
545	0.407531736
546	0.4075270003
547	0.4075072466
548	0.4074745414
549	0.4074362771
550	0.4074131091
551	0.4073781831
552	0.4073504727
553	0.4073163052
554	0.4072870382
555	0.4072631417
556	0.4072318957
557	0.4072104765
558	0.4071816011
559	0.4071700792
560	0.407148661
561	0.4071266429
562	0.4071049601
563	0.407075065
564	0.4070347539
565	0.4070068104
566	0.4069832472
567	0.4069585989
568	0.4069318343
569	0.406913191
570	0.406887114
571	0.4068494871
572	0.4068223602
573	0.4068076675
574	0.4067719551
575	0.4067407545
576	0.4067205551
577	0.4066966646
578	0.406676454
579	0.4066517797
580	0.4066312823
581	0.4066026926
582	0.406574415
583	0.4065528615
584	0.4065381596
585	0.4065141686
586	0.4064904793
587	0.406464878
588	0.4064377726
589	0.4064214847
590	0.4063866291
591	0.4063575024
592	0.4063316651
593	0.406301924
594	0.4062774241
595	0.4062657937
596	0.4062466145
597	0.4062355632
598	0.4062170973
599	0.4062011053
600	0.4061694116
601	0.4061466274
602	0.4061325802
603	0.4061112598
604	0.4060933253
605	0.4060719522
606	0.406037026
607	0.4060043331
608	0.4059771077
609	0.4059464986
610	0.4059335361
611	0.4059137226
612	0.4058948144
613	0.4058815564
614	0.4058580274
615	0.4058383464
616	0.4058237494
617	0.4058015611
618	0.4057664576
619	0.4057521549
620	0.4057221732
621	0.4056977472
622	0.405676145
623	0.4056483377
624	0.4056314996
625	0.4056096845
626	0.4055968901
627	0.4055758746
628	0.4055511172
629	0.4055225613
630	0.4054921096
631	0.4054779677
632	0.4054529271
633	0.4054312967
634	0.4053977725
635	0.4053721258
636	0.4053498913
637	0.4053181182
638	0.4052862083
639	0.4052511544
640	0.4052186063
641	0.4052054984
642	0.4051815449
643	0.4051528651
644	0.405128964
645	0.405102578
646	0.4050673656
647	0.4050277994
648	0.4050049065
649	0.4049842826
650	0.4049676985
651	0.4049458018
652	0.4049317571
653	0.4049040228
654	0.4048831001
655	0.404858246
656	0.4048491074
657	0.4048198534
658	0.4048008612
659	0.4047769902
660	0.4047617259
661	0.4047303008
662	0.4047029593
663	0.4046726161
664	0.4046515815
665	0.4046444989
666	0.4046118847
667	0.404581634
668	0.4045709936
669	0.4045448662
670	0.4045224614
671	0.4044899993
672	0.4044665828
673	0.4044489566
674	0.4044194993
675	0.4043995254
676	0.404381276
677	0.4043505275
678	0.4043272182
679	0.4043111689
680	0.4042914968
681	0.4042678202
682	0.4042450573
683	0.4042217379
684	0.4041936613
685	0.4041541366
686	0.404122957
687	0.4040987894
688	0.404075027
689	0.4040534923
690	0.4040364665
691	0.4039993982
692	0.4039785988
693	0.4039589409
694	0.4039334034
695	0.4039067544
696	0.4038933196
697	0.4038822277
698	0.4038566485
699	0.4038384749
700	0.4037969639
701	0.4037743085
702	0.4037562032
703	0.4037281171
704	0.4037123751
705	0.4036679401
706	0.4036289588
707	0.4036062688
708	0.4035867557
709	0.4035615468
710	0.4035351847
711	0.4035068612
712	0.4034850653
713	0.4034718965
714	0.4034458577
715	0.4034250575
716	0.4033884939
717	0.4033664807
718	0.4033440001
719	0.4033282278
720	0.4033008904
721	0.40327515
722	0.4032639598
723	0.4032383581
724	0.4032124959
725	0.4031836775
726	0.4031604978
727	0.403125415
728	0.4030961754
729	0.4030739377
730	0.4030502012
731	0.4030287075
732	0.403001128
733	0.4029861935
734	0.4029713675
735	0.4029504842
736	0.4029318538
737	0.4029192782
738	0.4028978815
739	0.4028750085
740	0.4028673905
741	0.402837876
742	0.4028180255
743	0.4027904263
744	0.4027625663
745	0.4027469046
746	0.402731193
747	0.4027092711
748	0.4026907605
749	0.4026731178
750	0.4026566367
751	0.4026306814
752	0.4026182955
753	0.4025910622
754	0.4025878092
755	0.4025723756
756	0.4025529324
757	0.4025390843
758	0.4025255973
759	0.4025156787
760	0.4024914131
761	0.4024725611
762	0.4024500371
763	0.4024426547
764	0.4024064473
765	0.4023887691
766	0.4023624298
767	0.4023477427
768	0.4023225907
769	0.4022971895
770	0.4022710211
771	0.4022502315
772	0.4022164805
773	0.4022074316
774	0.4021780716
775	0.4021571134
776	0.4021388983
777	0.4021224576
778	0.4020985019
779	0.4020985061
780	0.4020733858
781	0.4020550373
782	0.4020336917
783	0.402015927
784	0.4020049111
785	0.4019936245
786	0.4019674442
787	0.4019415485
788	0.4019338589
789	0.4019140304
790	0.401881909
791	0.4018578454
792	0.4018326087
793	0.4018128622
794	0.4017924037
795	0.4017800714
796	0.4017653192
797	0.4017464889
798	0.4017258774
799	0.4017062303
800	0.4016781023
801	0.4016563982
802	0.4016320829
803	0.40162599
804	0.4016053483
805	0.401568336
806	0.4015421015
807	0.4015189933
808	0.4014872958
809	0.4014535283
810	0.4014464949
811	0.4014295212
812	0.4014076231
813	0.4013845425
814	0.4013685075
815	0.4013443943
816	0.4013244967
817	0.4013060142
818	0.4012802219
819	0.4012553432
820	0.4012452089
821	0.4012249586
822	0.4012001333
823	0.4011792912
824	0.4011591795
825	0.40113423
826	0.4011096966
827	0.4010780486
828	0.4010538098
829	0.401031254
830	0.4010060987
831	0.4009886291
832	0.400967907
833	0.400942282
834	0.4009236289
835	0.4009067081
836	0.4008900146
837	0.4008588342
838	0.400834324
839	0.4008229702
840	0.4008044853
841	0.4007729889
842	0.4007432819
843	0.4007165612
844	0.4006960679
845	0.4006772472
846	0.4006489773
847	0.4006290636
848	0.4006035828
849	0.4005769382
850	0.4005608749
851	0.4005450082
852	0.4005279331
853	0.400495025
854	0.4004709074
855	0.4004499063
856	0.4004160562
857	0.4003941532
858	0.4003782224
859	0.4003642105
860	0.4003349034
861	0.4003099319
862	0.4002934899
863	0.4002779336
864	0.4002498181
865	0.4002229994
866	0.4001979686
867	0.4001858258
868	0.4001653992
869	0.4001470099
870	0.4001114545
871	0.4000972686
872	0.4000878638
873	0.4000797394
874	0.4000708741
875	0.4000666858
876	0.4000395768
877	0.4000242528
878	0.4000101219
879	0.399996204
880	0.3999716832
881	0.3999470071
882	0.3999178332
883	0.3998994915
884	0.3998693628
885	0.3998415167
886	0.3998201629
887	0.3998105174
888	0.3997848359
889	0.399755467
890	0.399732402
891	0.3997081429
892	0.3996867992
893	0.3996649509
894	0.3996405993
895	0.3996212417
896	0.3996077045
897	0.3995851962
898	0.3995563352
899	0.3995341052
900	0.3995240375
901	0.3994949531
902	0.3994661014
903	0.3994378792
904	0.3994230037
905	0.3994088535
906	0.3993947775
907	0.3993729774
908	0.3993483721
909	0.3993220092
910	0.3993085499
911	0.399270322
912	0.3992504478
913	0.3992268463
914	0.3991896036
915	0.3991683475
916	0.3991512158
917	0.3991359351
918	0.3991156768
919	0.3991010294
920	0.3990809656
921	0.3990581973
922	0.3990432724
923	0.3990260803
924	0.3990040226
925	0.3989839972
926	0.3989715176
927	0.3989507319
928	0.3989289431
929	0.3989055255
930	0.3988899074
931	0.3988679868
932	0.3988480367
933	0.3988201774
934	0.3987947109
935	0.398781553
936	0.3987578008
937	0.3987337897
938	0.3987223557
939	0.3986954841
940	0.3986758073
941	0.3986540408
942	0.3986223026
943	0.3986032923
944	0.3985818314
945	0.3985493422
946	0.3985363458
947	0.398521654
948	0.3985009588
949	0.3984850914
950	0.3984695604
951	0.3984441978
952	0.3984257654
953	0.3984029086
954	0.3983879137
955	0.3983636538
956	0.3983455626
957	0.3983178949
958	0.3983062029
959	0.3982902495
960	0.3982502649
961	0.3982380453
962	0.3982200822
963	0.3981961132
964	0.3981578898
965	0.3981367917
966	0.3981162926
967	0.3980991531
968	0.3980630832
969	0.3980431323
970	0.3980199266
971	0.3980055736
972	0.3979873786
973	0.3979755545
974	0.39795309
975	0.3979285396
976	0.3978937735
977	0.3978733961
978	0.3978506782
979	0.3978380157
980	0.3978121337
981	0.3977794623
982	0.3977667479
983	0.3977391283
984	0.3977237598
985	0.3977053607
986	0.3976769468
987	0.3976572791
988	0.3976381157
989	0.3976175808
990	0.3976006813
991	0.3975783407
992	0.3975513937
993	0.3975338904
994	0.3975115525
995	0.3974839637
996	0.3974567862
997	0.3974342454
998	0.3974307603
999	0.3974137489
